id,execution_date,sku,ds,yhat,yhat_lower,yhat_upper,model_version,created_at
282eca06-6938-41d3-93d2-ca4a7a8f7497,2026-02-21,SKU-002,2026-08-07,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
28c30db5-3659-4ea0-bd4a-d1f58bd3faa7,2026-02-21,SKU-001,2026-12-20,157,61,256,prophet-v2.0,2026-02-21 15:43:38.13395+00
2919ab30-e7bc-45ae-85a3-f3eb681e1f34,2026-02-21,SKU-003,2026-04-25,360,0,895,prophet-v2.0,2026-02-21 15:43:38.495505+00
291b0952-401c-4be3-9181-2105be337fff,2026-02-21,SKU-003,2026-10-26,79,0,582,prophet-v2.0,2026-02-21 15:43:38.659496+00
2964bb45-c71b-4d5b-9c19-42b7b1614aa6,2026-02-21,SKU-001,2026-07-06,196,96,298,prophet-v2.0,2026-02-21 15:43:38.13395+00
2964f998-4eae-4673-92da-d5f21d4aacfc,2026-02-21,SKU-003,2026-01-10,0,0,541,prophet-v2.0,2026-02-21 15:43:38.495505+00
29c4acce-8230-4967-8f14-59ebbb65deab,2026-02-21,SKU-001,2026-11-06,165,66,265,prophet-v2.0,2026-02-21 15:43:38.13395+00
29eb184f-f64d-4704-928d-ce342a69fe2c,2026-02-21,SKU-002,2026-07-09,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
2a0456e5-4b72-4bf0-ba42-5b659383177b,2026-02-21,SKU-003,2026-12-08,0,0,469,prophet-v2.0,2026-02-21 15:43:38.659496+00
2a593e07-69cb-40aa-bed5-cf2eaaa9e3fd,2026-02-21,SKU-002,2026-08-23,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
2a6f591e-5de4-4bf5-82c8-3cb25cef23bc,2026-02-21,SKU-001,2026-03-13,194,88,296,prophet-v2.0,2026-02-21 15:43:38.13395+00
2accfdda-c255-4fec-ac42-fcb2e537c63c,2026-02-21,SKU-001,2026-08-07,196,90,293,prophet-v2.0,2026-02-21 15:43:38.13395+00
2ae0618a-8bc8-405f-bd01-036b659486d4,2026-02-21,SKU-003,2026-03-31,265,0,743,prophet-v2.0,2026-02-21 15:43:38.495505+00
2b5923ea-1aab-4643-b77b-2984c0e82394,2026-02-21,SKU-003,2026-12-15,0,0,418,prophet-v2.0,2026-02-21 15:43:38.659496+00
2b9d8cc2-bdc6-4199-8c27-349a7053e92f,2026-02-21,SKU-003,2026-05-10,367,0,899,prophet-v2.0,2026-02-21 15:43:38.495505+00
2baa6eb7-5d2b-4386-8964-ba538d147bf3,2026-02-21,SKU-002,2026-01-08,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
2bc61230-c6be-4c40-840e-460e22f47480,2026-02-21,SKU-001,2026-11-25,331,229,431,prophet-v2.0,2026-02-21 15:43:38.13395+00
2c7f7a83-68aa-457a-9293-3068e0201c7f,2026-02-21,SKU-003,2026-03-30,274,0,796,prophet-v2.0,2026-02-21 15:43:38.495505+00
2ced50ab-bba8-415d-9035-c52bd4d32d0c,2026-02-21,SKU-002,2026-10-30,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
2cfcb881-e82b-4fee-a62a-eeb2ff2cc070,2026-02-21,SKU-002,2026-03-18,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
2d7de0de-056a-4ad9-bd09-b64d16fcb2ee,2026-02-21,SKU-003,2026-03-09,77,0,606,prophet-v2.0,2026-02-21 15:43:38.495505+00
2dc93ccb-20e2-4efd-9324-c80760edad6f,2026-02-21,SKU-003,2026-02-23,298,0,789,prophet-v2.0,2026-02-21 15:43:38.495505+00
2e4f4661-0a3a-483d-90f0-2056782b0e3c,2026-02-21,SKU-003,2026-11-19,14,0,518,prophet-v2.0,2026-02-21 15:43:38.659496+00
2eb0f2e8-d594-430d-9c4e-720c55da53a0,2026-02-21,SKU-003,2026-11-07,0,0,496,prophet-v2.0,2026-02-21 15:43:38.659496+00
2f5f0052-368d-4455-81ca-b9d8733efd16,2026-02-21,SKU-002,2026-02-18,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
2f6aa157-5517-4392-ba48-a6ceed5e53ce,2026-02-21,SKU-001,2026-05-28,194,90,300,prophet-v2.0,2026-02-21 15:43:38.13395+00
2fce5839-5669-4357-9660-95a0dfc0b445,2026-02-21,SKU-002,2026-02-01,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
30409294-bb73-409b-96e3-ef14fe353f1e,2026-02-21,SKU-002,2026-08-24,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
304fe0b1-a41d-4846-a321-07d85f530d48,2026-02-21,SKU-001,2026-11-28,333,228,425,prophet-v2.0,2026-02-21 15:43:38.13395+00
3060c058-a68a-413e-8f0f-b872dab3af05,2026-02-21,SKU-001,2026-04-08,170,64,274,prophet-v2.0,2026-02-21 15:43:38.13395+00
30b9f38b-c909-4d1a-adca-0e70946f34c8,2026-02-21,SKU-003,2026-01-07,112,0,621,prophet-v2.0,2026-02-21 15:43:38.495505+00
30d16da1-8b36-4b11-8062-fa642f63258c,2026-02-21,SKU-002,2026-05-06,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
30e5d137-0624-47be-824e-80e5406b6d82,2026-02-21,SKU-002,2026-08-09,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
30e98608-23e7-4547-bd9c-764978059309,2026-02-21,SKU-002,2026-04-18,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
31309f0b-6b3d-4d0f-80b7-4fc287167394,2026-02-21,SKU-003,2026-02-19,382,0,884,prophet-v2.0,2026-02-21 15:43:38.495505+00
3156d5f5-e8c9-444f-a951-d440c475bdc0,2026-02-21,SKU-002,2026-11-29,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
316a3cfb-0180-4d54-ae3f-663d60f95e29,2026-02-21,SKU-002,2026-01-16,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
31701a8b-9ced-4ef9-8f4e-401711155b43,2026-02-21,SKU-001,2026-07-09,180,80,283,prophet-v2.0,2026-02-21 15:43:38.13395+00
3197ac8c-8c8e-4545-8dcc-73a08e32a8d3,2026-02-21,SKU-001,2026-12-08,235,137,335,prophet-v2.0,2026-02-21 15:43:38.13395+00
32230da8-7efe-42b2-85ad-a5c90f62010b,2026-02-21,SKU-003,2026-12-26,0,0,498,prophet-v2.0,2026-02-21 15:43:38.659496+00
33b0313e-de8a-4ef0-9969-82a33802625b,2026-02-21,SKU-003,2026-01-28,110,0,593,prophet-v2.0,2026-02-21 15:43:38.495505+00
33d13242-b105-479a-a801-e9cbe0923448,2026-02-21,SKU-003,2026-08-24,316,0,852,prophet-v2.0,2026-02-21 15:43:38.495505+00
33f10486-f9ef-4954-a77a-44780e92adf2,2026-02-21,SKU-003,2026-11-29,2,0,548,prophet-v2.0,2026-02-21 15:43:38.659496+00
340adc82-f90d-425a-9c56-effb48a97b29,2026-02-21,SKU-003,2026-09-08,257,0,740,prophet-v2.0,2026-02-21 15:43:38.495505+00
34cf8068-072a-4377-afb3-f51c46f14939,2026-02-21,SKU-003,2026-08-11,353,0,874,prophet-v2.0,2026-02-21 15:43:38.495505+00
35363895-eaf3-498b-8132-934d945a6009,2026-02-21,SKU-002,2026-03-02,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
3557183d-a954-4f20-b2d3-23abef243545,2026-02-21,SKU-001,2026-05-08,194,106,302,prophet-v2.0,2026-02-21 15:43:38.13395+00
362fed57-770f-4c12-8633-82a1dc243513,2026-02-21,SKU-003,2026-07-27,387,0,932,prophet-v2.0,2026-02-21 15:43:38.495505+00
36a49d3d-aa0a-45ad-bd29-1dab948d2569,2026-02-21,SKU-002,2026-03-24,0,0,2,prophet-v2.0,2026-02-21 15:43:38.13395+00
36a5f4ae-5b6d-46fb-9c6d-cfa9256151f9,2026-02-21,SKU-003,2026-09-06,255,0,767,prophet-v2.0,2026-02-21 15:43:38.495505+00
36ab7711-f246-4e4e-924d-f4aa4fc7ffe2,2026-02-21,SKU-001,2026-05-23,201,104,302,prophet-v2.0,2026-02-21 15:43:38.13395+00
36cbfe0b-770d-4970-9b48-c8d4e939146c,2026-02-21,SKU-001,2026-05-19,192,92,285,prophet-v2.0,2026-02-21 15:43:38.13395+00
36cea5b8-f0cf-49f0-9509-85c82ddd692a,2026-02-21,SKU-003,2026-11-22,0,0,522,prophet-v2.0,2026-02-21 15:43:38.659496+00
36f6a726-9f9f-4afd-9aa8-4102085edd6d,2026-02-21,SKU-003,2026-11-15,0,0,523,prophet-v2.0,2026-02-21 15:43:38.659496+00
3704a114-baa2-468c-8ffe-64d893e17c51,2026-02-21,SKU-002,2026-12-07,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
3745ddbe-46a5-4eb4-ba45-2d1ee55a0e16,2026-02-21,SKU-002,2026-05-13,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
37616080-1c8a-4999-a88e-ff84e18ecc9c,2026-02-21,SKU-003,2026-02-01,104,0,603,prophet-v2.0,2026-02-21 15:43:38.495505+00
37c53ff0-13b3-42ea-a9ed-38a8dcce241d,2026-02-21,SKU-002,2026-06-06,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
38280664-327e-484f-9a6d-f2d3b4cd7e30,2026-02-21,SKU-002,2026-12-02,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
383dbebc-fdf8-4d15-af4a-056dd4bd2421,2026-02-21,SKU-002,2026-03-23,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
38658e95-1db2-4b5b-bd62-e03ad295046e,2026-02-21,SKU-001,2026-04-17,192,89,295,prophet-v2.0,2026-02-21 15:43:38.13395+00
395676d5-fbb5-4356-be3e-d7fecceeb2b7,2026-02-21,SKU-002,2026-04-13,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
39964eb3-47f8-4829-a621-32aafc0c077f,2026-02-21,SKU-002,2026-06-12,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
3a12d4be-f051-4430-b59a-8b12e56d3953,2026-02-21,SKU-001,2026-04-07,169,71,269,prophet-v2.0,2026-02-21 15:43:38.13395+00
3a401306-5a1f-48bb-ac2e-3a02d5174f8f,2026-02-21,SKU-001,2026-04-09,172,75,267,prophet-v2.0,2026-02-21 15:43:38.13395+00
3a6c63d9-9fc6-451b-a84f-0c45afe94911,2026-02-21,SKU-002,2026-06-14,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
3a98060f-07bf-49d0-b5a9-2bd32f20f261,2026-02-21,SKU-002,2026-11-14,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
3a9f3031-0e96-4953-b432-3a2d7db814ab,2026-02-21,SKU-001,2026-04-18,192,85,281,prophet-v2.0,2026-02-21 15:43:38.13395+00
3b00985c-4c20-4cd3-be81-6af9f9c3f6b1,2026-02-21,SKU-003,2026-08-31,286,0,775,prophet-v2.0,2026-02-21 15:43:38.495505+00
3b1a72bc-042c-4235-bedd-14793b546331,2026-02-21,SKU-003,2026-02-02,151,0,657,prophet-v2.0,2026-02-21 15:43:38.495505+00
3bb14ed9-a77e-4924-8f42-969c2e1b1c31,2026-02-21,SKU-002,2026-06-21,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
3bf6bd9d-a968-4e06-b110-c866b858dd0f,2026-02-21,SKU-003,2026-10-19,108,0,642,prophet-v2.0,2026-02-21 15:43:38.659496+00
3c34b00f-80a9-4c1d-bf04-3b67228e239b,2026-02-21,SKU-003,2026-11-12,0,0,524,prophet-v2.0,2026-02-21 15:43:38.659496+00
3c7631fa-f371-4c1e-9d3b-7bb5871ce4c5,2026-02-21,SKU-003,2026-07-06,458,0,945,prophet-v2.0,2026-02-21 15:43:38.495505+00
3c771e9c-8923-4886-a35b-2cf9b8ae6eae,2026-02-21,SKU-001,2026-12-13,192,94,297,prophet-v2.0,2026-02-21 15:43:38.13395+00
3c7c82d8-a889-4b46-a803-ccab9e26982d,2026-02-21,SKU-003,2026-11-26,34,0,559,prophet-v2.0,2026-02-21 15:43:38.659496+00
3cbe4b54-6892-44de-8d68-41591a06cb2c,2026-02-21,SKU-001,2026-02-06,206,101,307,prophet-v2.0,2026-02-21 15:43:38.13395+00
3cd15883-0ea3-4a9b-a219-9aa712a9b211,2026-02-21,SKU-001,2026-01-12,216,118,325,prophet-v2.0,2026-02-21 15:43:38.13395+00
3d29da79-6c9c-4e7d-a4aa-0f2438a0c284,2026-02-21,SKU-003,2026-07-30,387,0,891,prophet-v2.0,2026-02-21 15:43:38.495505+00
3d4fdabe-955e-476e-b844-e0d14c6d01bc,2026-02-21,SKU-003,2026-04-18,304,0,789,prophet-v2.0,2026-02-21 15:43:38.495505+00
3d7232e0-9e06-4312-9b64-8fbfacda61c3,2026-02-21,SKU-003,2026-09-20,199,0,711,prophet-v2.0,2026-02-21 15:43:38.495505+00
3d842cbe-d2d6-4421-8d0b-831ef88e3336,2026-02-21,SKU-003,2026-08-07,378,0,897,prophet-v2.0,2026-02-21 15:43:38.495505+00
3dcad3f4-a0ad-41dc-a055-f268f7e70f66,2026-02-21,SKU-001,2026-10-07,200,95,301,prophet-v2.0,2026-02-21 15:43:38.13395+00
3dcbbb50-3ea7-4991-a531-4ceb778068d4,2026-02-21,SKU-001,2026-05-09,193,96,293,prophet-v2.0,2026-02-21 15:43:38.13395+00
3dd10f4a-94ec-4378-a59a-9cef80d16f26,2026-02-21,SKU-003,2026-04-29,481,0,984,prophet-v2.0,2026-02-21 15:43:38.495505+00
3dd41141-f10e-469e-89b6-ef57bcd1e16c,2026-02-21,SKU-001,2026-06-11,182,80,288,prophet-v2.0,2026-02-21 15:43:38.13395+00
3de14125-a966-4b5e-aa9b-f0ec34843df3,2026-02-21,SKU-002,2026-12-15,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
3e4e1d9d-4407-40cd-a563-c3aab0e61f7b,2026-02-21,SKU-001,2026-02-28,180,75,283,prophet-v2.0,2026-02-21 15:43:38.13395+00
3e7a8326-eb84-4926-bef8-d18e2efed29d,2026-02-21,SKU-003,2026-09-23,294,0,827,prophet-v2.0,2026-02-21 15:43:38.495505+00
3e9ee4c6-c5b3-44da-9d4d-86b2b2e5f467,2026-02-21,SKU-003,2026-01-20,0,0,433,prophet-v2.0,2026-02-21 15:43:38.495505+00
3f3cd06d-e101-44c2-9f34-73cd43a991b4,2026-02-21,SKU-001,2026-08-11,184,90,291,prophet-v2.0,2026-02-21 15:43:38.13395+00
3f6fab16-6753-4c65-98c3-9cac0a3e8ff7,2026-02-21,SKU-001,2026-07-31,192,93,296,prophet-v2.0,2026-02-21 15:43:38.13395+00
3f7ee71f-75c5-42a5-8299-ae7c80c56897,2026-02-21,SKU-002,2026-11-05,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
3fb6322a-d27d-4f67-83e0-9eda3c2e6557,2026-02-21,SKU-003,2026-11-13,0,0,480,prophet-v2.0,2026-02-21 15:43:38.659496+00
401feccb-2b01-4848-b482-7a0329e0e601,2026-02-21,SKU-001,2026-07-21,167,65,266,prophet-v2.0,2026-02-21 15:43:38.13395+00
40cafd63-dad5-4fda-919d-b6f13626cc36,2026-02-21,SKU-002,2026-09-28,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
4105fd9c-a5ae-444e-befb-133fcf550122,2026-02-21,SKU-002,2026-08-03,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
411d62f7-2b21-4df0-a822-efbcb35742a8,2026-02-21,SKU-001,2026-11-01,153,52,246,prophet-v2.0,2026-02-21 15:43:38.13395+00
4131e272-acf6-46dc-9651-ea81ff998b58,2026-02-21,SKU-002,2026-07-16,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
418bdaa7-3f3c-4aa6-bb43-8b97cd39280f,2026-02-21,SKU-003,2026-11-04,108,0,614,prophet-v2.0,2026-02-21 15:43:38.659496+00
41bcc7de-87cc-4a95-8c35-9ed21e89e7d8,2026-02-21,SKU-001,2026-01-13,204,97,306,prophet-v2.0,2026-02-21 15:43:38.13395+00
42685d92-9f4c-4e5a-9f91-895085364001,2026-02-21,SKU-002,2026-05-01,2,0,4,prophet-v2.0,2026-02-21 15:43:38.13395+00
42bb7a6d-81bc-4241-9a98-f7ce8f1fe67c,2026-02-21,SKU-001,2026-03-09,192,93,289,prophet-v2.0,2026-02-21 15:43:38.13395+00
42f8da90-709b-4169-b486-b1d98c842a49,2026-02-21,SKU-001,2026-07-20,177,82,278,prophet-v2.0,2026-02-21 15:43:38.13395+00
43091f8a-1e93-4456-adcc-1a28cb37d4ea,2026-02-21,SKU-002,2026-01-23,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
43161c61-c840-4cc5-905d-b939ec6f4626,2026-02-21,SKU-002,2026-05-07,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
432bda92-8e60-4ae9-ade1-d6c64abc955e,2026-02-21,SKU-003,2026-01-31,95,0,635,prophet-v2.0,2026-02-21 15:43:38.495505+00
4364923f-9301-4739-b938-1a41bce09f7e,2026-02-21,SKU-003,2026-09-01,273,0,780,prophet-v2.0,2026-02-21 15:43:38.495505+00
43c641c5-e766-4341-920d-8cce44dc767d,2026-02-21,SKU-001,2025-12-31,192,88,291,prophet-v2.0,2026-02-21 15:43:38.13395+00
43cb18d1-924e-459a-acbe-452521eb65d9,2026-02-21,SKU-002,2026-08-17,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
43d3af1d-30fa-4517-b21c-1cf7560e396d,2026-02-21,SKU-001,2026-01-06,183,89,285,prophet-v2.0,2026-02-21 15:43:38.13395+00
43db938e-8364-415a-be2c-0c86270874d3,2026-02-21,SKU-001,2026-07-24,179,75,273,prophet-v2.0,2026-02-21 15:43:38.13395+00
4408de1b-b872-47c9-a1b4-aa8a9211bbc8,2026-02-21,SKU-001,2026-10-14,208,99,312,prophet-v2.0,2026-02-21 15:43:38.13395+00
4416d432-d0d9-4e8a-8d25-3fcdf8b0bc75,2026-02-21,SKU-001,2026-06-08,192,89,297,prophet-v2.0,2026-02-21 15:43:38.13395+00
443429ff-8771-448e-a2aa-a375e317f796,2026-02-21,SKU-001,2026-08-19,172,68,269,prophet-v2.0,2026-02-21 15:43:38.13395+00
4434c486-bf51-495d-8a51-0ede7215834e,2026-02-21,SKU-003,2026-09-24,194,0,734,prophet-v2.0,2026-02-21 15:43:38.495505+00
4485e627-25a7-4ff3-9fe3-1eef9d7bcbfc,2026-02-21,SKU-003,2026-02-12,399,0,958,prophet-v2.0,2026-02-21 15:43:38.495505+00
44bf5729-e55c-40a6-8c59-f2b5ee82ffd9,2026-02-21,SKU-001,2026-09-21,192,94,296,prophet-v2.0,2026-02-21 15:43:38.13395+00
44c96012-8703-41ad-b2b4-b92431a434df,2026-02-21,SKU-001,2026-08-02,198,97,296,prophet-v2.0,2026-02-21 15:43:38.13395+00
45433f3e-6a57-4f8d-8f1e-24788e6b8aae,2026-02-21,SKU-002,2026-02-09,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
455d90d7-64f1-43fb-afc2-6d8b5060737e,2026-02-21,SKU-002,2026-06-07,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
45678509-0377-4e0c-8ea2-714b5f9a8bb5,2026-02-21,SKU-002,2026-09-18,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
45826f4c-ff09-46ae-9c34-404ae6d3eeb2,2026-02-21,SKU-001,2026-01-01,197,98,299,prophet-v2.0,2026-02-21 15:43:38.13395+00
45b19e66-dee6-4316-820d-2ddd702b2a1e,2026-02-21,SKU-001,2026-08-31,191,94,288,prophet-v2.0,2026-02-21 15:43:38.13395+00
45ef9728-41cd-437c-9881-cd9ecdd38856,2026-02-21,SKU-003,2026-03-21,204,0,722,prophet-v2.0,2026-02-21 15:43:38.495505+00
46ed469d-4f59-4b9e-a8d1-f1650fd6b2a9,2026-02-21,SKU-002,2026-04-08,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
471fb879-bdb4-45cb-abf2-daf2e3ca2fd0,2026-02-21,SKU-003,2026-09-13,237,0,770,prophet-v2.0,2026-02-21 15:43:38.495505+00
4765cb00-cadd-45db-a17f-3a67c473d68e,2026-02-21,SKU-002,2026-01-03,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
47c6585b-b333-4fbd-b0b8-f63eec95ad48,2026-02-21,SKU-001,2026-03-06,185,83,283,prophet-v2.0,2026-02-21 15:43:38.13395+00
47c984d7-f46e-4f00-8de0-38dbb1490246,2026-02-21,SKU-002,2026-04-07,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
47ccd894-41bc-4df9-bb43-c5a98b08e7a9,2026-02-21,SKU-003,2026-06-21,436,0,932,prophet-v2.0,2026-02-21 15:43:38.495505+00
47d883e6-0432-43b5-a4fb-efc975697190,2026-02-21,SKU-003,2026-07-08,558,69,1055,prophet-v2.0,2026-02-21 15:43:38.495505+00
47fadbb7-f652-4098-bb1b-0263d0df51fa,2026-02-21,SKU-001,2026-11-18,286,186,391,prophet-v2.0,2026-02-21 15:43:38.13395+00
4811ce49-b9bf-42e2-a589-91943b186437,2026-02-21,SKU-001,2026-01-30,195,96,295,prophet-v2.0,2026-02-21 15:43:38.13395+00
486dd783-bf37-4507-8c38-f84c33f46d3f,2026-02-21,SKU-001,2026-12-24,151,46,253,prophet-v2.0,2026-02-21 15:43:38.13395+00
48969532-e816-48d4-8fa0-845f6dc1f8b7,2026-02-21,SKU-003,2026-01-30,71,0,582,prophet-v2.0,2026-02-21 15:43:38.495505+00
49172832-2e6f-44aa-82d9-c26b06f8cf82,2026-02-21,SKU-001,2026-11-23,335,228,440,prophet-v2.0,2026-02-21 15:43:38.13395+00
495056b5-30db-4c26-9c83-a7603e0c645a,2026-02-21,SKU-001,2026-04-15,181,79,292,prophet-v2.0,2026-02-21 15:43:38.13395+00
496a2951-d398-416e-b406-05adfb137319,2026-02-21,SKU-002,2026-11-15,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
4977c6c8-769e-48e2-97f9-1368816315b9,2026-02-21,SKU-002,2026-02-19,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
49871c1d-72a3-452d-bf35-10d859426f9a,2026-02-21,SKU-001,2026-08-20,172,73,273,prophet-v2.0,2026-02-21 15:43:38.13395+00
498d58c6-5032-48a5-aa62-5ea130005e2e,2026-02-21,SKU-002,2026-01-31,1,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
49beed0b-b0dc-4fa2-96a6-9e6f6c9134e0,2026-02-21,SKU-001,2026-04-13,187,86,291,prophet-v2.0,2026-02-21 15:43:38.13395+00
49ddb3e0-8106-44dd-8309-5a85843252d7,2026-02-21,SKU-001,2026-04-10,180,80,283,prophet-v2.0,2026-02-21 15:43:38.13395+00
4a4eff20-612e-4147-8f4d-b91ff5c6d211,2026-02-21,SKU-001,2026-07-29,181,83,271,prophet-v2.0,2026-02-21 15:43:38.13395+00
4aba7896-0569-4cb0-9d8a-645691fbf863,2026-02-21,SKU-002,2026-11-17,0,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
4b5914bd-2520-40dc-89cd-f0133150ef39,2026-02-21,SKU-001,2026-05-29,200,104,300,prophet-v2.0,2026-02-21 15:43:38.13395+00
4b889e76-bb52-46c6-8b83-f9c9013c9749,2026-02-21,SKU-001,2026-05-03,200,102,304,prophet-v2.0,2026-02-21 15:43:38.13395+00
4ba3384c-d65e-4267-9475-f7d5b97948a3,2026-02-21,SKU-001,2026-02-09,210,110,305,prophet-v2.0,2026-02-21 15:43:38.13395+00
4ba990f0-98de-4cb8-95b5-fc1e4c968718,2026-02-21,SKU-002,2026-06-02,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
4bc7ad4a-6058-4108-b46d-56d7fcc73c49,2026-02-21,SKU-003,2026-11-10,0,0,488,prophet-v2.0,2026-02-21 15:43:38.659496+00
4bf47b86-f16e-4eb8-b3c0-24a60c772412,2026-02-21,SKU-002,2026-01-09,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
4c222514-b260-4ad3-86a5-ce7a6572dd65,2026-02-21,SKU-002,2026-06-10,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
4c302894-ce55-4e00-971d-6759b1b36715,2026-02-21,SKU-002,2026-02-16,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
4c48b000-5197-4857-8a70-d8e404206acb,2026-02-21,SKU-001,2026-01-24,190,89,290,prophet-v2.0,2026-02-21 15:43:38.13395+00
4c7ddfb0-e4ed-4d56-a597-8d03ac7e104c,2026-02-21,SKU-002,2026-09-08,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
4cb04946-0439-4fe5-be72-153d0fb02e34,2026-02-21,SKU-002,2026-01-11,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
4d1a9eb4-1a45-45b5-a221-004abffaffd5,2026-02-21,SKU-003,2026-10-10,113,0,639,prophet-v2.0,2026-02-21 15:43:38.659496+00
4d991049-fd5d-488c-8469-b3b0bd5cd8d1,2026-02-21,SKU-002,2026-06-09,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
4d9c0a1f-b02c-45ff-bda8-18d24c7a8aa9,2026-02-21,SKU-001,2026-10-25,175,75,272,prophet-v2.0,2026-02-21 15:43:38.13395+00
4db04897-8c2e-4092-8b88-d383a1e71e9b,2026-02-21,SKU-002,2026-03-31,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
4df2bb66-6fb0-47c5-aed1-cb10270861ef,2026-02-21,SKU-002,2026-08-27,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
4e82eff6-628d-42c1-9f05-362f8b5a100d,2026-02-21,SKU-002,2026-09-11,0,0,2,prophet-v2.0,2026-02-21 15:43:38.495505+00
4f1b436b-5ea1-4f4a-b6ae-3725f686c3aa,2026-02-21,SKU-001,2026-03-22,197,93,303,prophet-v2.0,2026-02-21 15:43:38.13395+00
4fbbe2ad-7a50-427e-99d7-4b3122adb073,2026-02-21,SKU-003,2026-02-17,384,0,902,prophet-v2.0,2026-02-21 15:43:38.495505+00
50004255-81d4-4edf-813c-aade44982e80,2026-02-21,SKU-001,2026-12-15,165,61,270,prophet-v2.0,2026-02-21 15:43:38.13395+00
5009c85d-6a82-4ed2-b584-2a51b370be50,2026-02-21,SKU-001,2026-10-01,185,83,290,prophet-v2.0,2026-02-21 15:43:38.13395+00
5049d628-59e5-490c-9073-af8c6397eff4,2026-02-21,SKU-002,2026-12-21,1,0,3,prophet-v2.0,2026-02-21 15:43:38.495505+00
5058a020-39dd-4f9d-8ad2-b7ba6d6fdd31,2026-02-21,SKU-002,2026-02-20,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
50619ff9-52ad-4891-8d6d-1e7cb029274d,2026-02-21,SKU-003,2026-02-16,401,0,919,prophet-v2.0,2026-02-21 15:43:38.495505+00
50e24396-fa99-43fc-b4ac-d5e09f92bf96,2026-02-21,SKU-001,2026-10-24,176,77,277,prophet-v2.0,2026-02-21 15:43:38.13395+00
50e5c2ec-479d-4748-a8c2-3b68d1db40ee,2026-02-21,SKU-003,2026-11-20,18,0,514,prophet-v2.0,2026-02-21 15:43:38.659496+00
511a7226-4076-418d-8f3a-2b03a951f435,2026-02-21,SKU-002,2026-01-10,0,0,3,prophet-v2.0,2026-02-21 15:43:38.13395+00
51c41b98-902c-4024-a687-84c915fe11eb,2026-02-21,SKU-001,2026-05-22,202,102,303,prophet-v2.0,2026-02-21 15:43:38.13395+00
